Date, North (mm), East (mm), Vertical (mm)
2020-01-11,183.24,-173.49,-13.29
2020-01-12,183.73,-172.67,-7.32
2020-01-13,183.24,-172.47,-10.74
2020-01-14,183.31,-172.36,-10.40
2020-01-15,183.48,-172.27,-5.89
2020-01-16,182.42,-172.63,-9.52
2020-01-17,182.95,-172.33,-11.79
2020-01-18,183.13,-171.33,-9.68
2020-01-19,184.27,-171.68,-9.82
2020-01-20,183.57,-172.21,-7.48
2020-01-21,183.75,-172.84,-7.34
2020-01-22,181.59,-172.31,-10.68
2020-01-23,183.48,-171.86,-7.74
2020-01-24,182.43,-171.54,-6.11
2020-01-25,183.07,-171.11,-4.99
2020-01-26,183.59,-172.27,-6.35
2020-01-27,181.78,-172.75,-7.58
2020-01-28,182.98,-172.45,-12.12
2020-01-29,182.83,-171.91,-7.51
2020-01-30,183.39,-172.22,-6.17
2020-01-31,185.17,-171.87,-5.33
2020-02-01,184.73,-171.45,-6.05
2020-02-02,183.98,-171.37,-5.17
2020-02-03,183.68,-173.75,-4.96
2020-02-04,183.45,-173.21,-6.65
2020-02-05,184.20,-172.21,-8.36
2020-02-06,183.72,-171.87,-3.95
2020-02-07,183.84,-172.53,-6.15
2020-02-08,183.84,-172.39,-7.97
2020-02-09,183.22,-172.82,-7.13
2020-02-10,185.40,-171.80,-9.67
2020-02-11,184.44,-172.49,-7.73
2020-02-12,183.26,-172.30,-5.59
2020-02-13,183.03,-172.68,-5.66
2020-02-14,183.76,-172.34,-7.41
2020-02-15,185.28,-172.75,-13.13
2020-02-16,183.13,-171.82,-9.76
2020-02-17,184.03,-173.40,-8.98
2020-02-18,184.42,-172.78,-10.35
2020-02-19,185.21,-173.27,-6.85
2020-02-20,185.32,-173.21,-12.21
2020-02-21,184.90,-174.17,-2.35
2020-02-22,186.15,-171.65,-9.66
2020-02-23,184.68,-173.95,-13.54
2020-02-24,183.87,-172.90,-17.02
2020-02-25,183.80,-173.32,-15.16
2020-02-26,185.19,-172.40,-15.06
2020-02-27,185.32,-172.50,-12.29
2020-02-28,184.70,-173.59,-7.42
2020-02-29,184.68,-173.70,-7.52
2020-03-01,183.49,-174.98,-7.85
2020-03-02,185.01,-173.87,-3.98
2020-03-03,184.76,-174.92,-7.21
2020-03-04,184.97,-174.31,-8.11
2020-03-05,183.96,-174.55,-9.18
2020-03-06,184.52,-174.35,-11.77
2020-03-07,185.68,-173.41,-9.25
2020-03-08,183.67,-175.15,-11.03
2020-03-09,184.38,-174.09,-10.33
2020-03-10,185.86,-173.09,-4.25
2020-03-11,185.36,-174.49,-5.21
2020-03-12,183.81,-174.24,-8.03
2020-03-13,183.71,-174.17,-10.75
2020-03-14,183.82,-175.41,-18.70
2020-03-15,184.46,-175.08,-10.87
2020-03-16,185.10,-175.45,-7.07
2020-03-17,181.51,-175.01,-4.62
2020-03-18,184.52,-175.34,-6.10
2020-03-19,185.26,-174.35,-8.86
2020-03-20,183.74,-174.54,-15.01
2020-03-21,185.82,-173.60,-8.06
2020-03-22,184.66,-174.66,-9.28
2020-03-23,183.36,-175.46,-10.30
2020-03-24,184.08,-175.16,-14.19
2020-03-25,184.09,-175.65,-10.25
2020-03-26,183.98,-175.65,-7.11
2020-03-27,183.25,-175.10,-3.87
2020-03-28,184.64,-174.63,-9.95
2020-03-29,184.78,-175.54,-11.00
2020-03-30,184.67,-176.38,-11.32
2020-03-31,185.59,-174.59,-16.62
2020-04-01,183.92,-174.91,-13.31
2020-04-02,184.37,-175.57,-8.97
2020-04-03,184.77,-174.84,-8.49
2020-04-04,184.32,-174.97,-8.75
2020-04-05,183.99,-177.98,1.16
2020-04-06,184.46,-176.92,-7.15
2020-04-07,186.42,-175.49,-3.65
2020-04-08,185.43,-174.29,-13.20
2020-04-09,183.75,-175.69,-20.00
2020-04-10,186.71,-175.12,-10.89
2020-04-11,185.02,-176.16,-3.56
2020-04-12,185.64,-174.87,-6.70
2020-04-13,182.81,-176.23,-7.51
2020-04-14,185.44,-174.95,-13.24
2020-04-15,184.75,-175.44,-11.80
2020-04-16,186.31,-175.70,-9.10
2020-04-17,185.37,-176.61,-9.49
2020-04-18,185.53,-176.00,0.81
2020-04-19,186.11,-174.71,0.33
2020-04-20,186.39,-174.48,-5.96
2020-04-21,184.21,-174.89,-8.83
2020-04-22,185.74,-175.01,-13.15
2020-04-23,187.30,-176.69,-10.09
2020-04-24,186.80,-176.72,-6.64
2020-04-25,186.04,-176.15,-8.42
2020-04-26,186.50,-177.17,-5.01
2020-04-27,186.93,-176.89,-8.10
2020-04-28,186.10,-177.45,-1.89
2020-04-29,185.93,-177.44,-2.89
2020-04-30,187.20,-177.58,-2.40
2020-05-01,186.31,-177.23,-3.00
2020-05-02,186.40,-176.65,-4.08
2020-05-03,187.03,-176.60,-0.10
2020-05-04,186.36,-176.71,-9.12
2020-05-05,185.78,-176.63,-4.56
2020-05-06,185.88,-176.14,-7.76
2020-05-07,186.27,-177.58,-5.18
2020-05-08,186.11,-177.60,0.54
2020-05-09,185.20,-177.71,-7.74
2020-05-10,186.08,-177.06,-10.49
2020-05-11,187.46,-176.48,-8.80
2020-05-12,187.61,-177.82,-6.15
2020-05-13,187.00,-178.16,-5.94
2020-05-14,186.33,-176.09,-5.29
2020-05-15,186.71,-175.80,-7.54
2020-05-16,186.31,-177.17,-4.25
2020-05-17,187.00,-175.35,-4.13
2020-05-18,185.43,-176.91,-6.33
2020-05-19,185.93,-178.48,-3.15
2020-05-20,187.86,-175.74,-9.83
2020-05-21,187.33,-176.65,-2.69
2020-05-22,188.77,-177.41,-1.90
2020-05-23,186.37,-176.34,-7.97
2020-05-24,186.97,-176.70,-6.00
2020-05-25,188.05,-176.20,-3.92
2020-05-26,185.22,-177.28,-2.77
2020-05-27,187.46,-177.92,-2.54
2020-05-28,186.93,-177.02,-3.29
2020-05-29,187.25,-178.09,-0.13
2020-05-30,185.18,-178.02,0.16
2020-05-31,186.66,-177.06,-8.41
2020-06-01,187.81,-176.03,-9.60
2020-06-02,187.91,-176.87,-8.07
2020-06-03,189.39,-177.25,-9.95
2020-06-04,187.93,-177.41,-5.09
2020-06-05,187.30,-177.20,-1.41
2020-06-06,187.53,-177.27,-7.33
2020-06-07,185.95,-178.35,-5.36
2020-06-08,187.11,-179.50,-6.00
2020-06-09,187.84,-177.18,-7.41
2020-06-10,188.19,-177.68,-7.47
2020-06-11,188.15,-177.42,-4.81
2020-06-12,187.24,-176.58,-5.94
2020-06-13,188.82,-178.73,-9.82
2020-06-14,187.10,-177.33,-2.45
2020-06-15,188.98,-177.88,-7.77
2020-06-16,187.16,-177.59,-5.15
2020-06-17,187.53,-177.84,-1.19
2020-06-18,188.37,-177.36,-8.33
2020-06-19,186.72,-176.23,-0.36
2020-06-20,189.10,-178.25,-3.41
2020-06-21,188.64,-177.90,-4.12
2020-06-22,187.24,-177.39,-2.93
2020-06-23,188.98,-177.16,3.86
2020-06-24,188.68,-178.45,-0.68
2020-06-25,190.38,-179.64,-3.69
2020-06-26,189.98,-176.25,-16.70
2020-06-27,188.83,-178.32,-0.50
2020-06-28,188.51,-178.28,8.90
2020-06-29,190.68,-180.46,1.31
2020-06-30,189.59,-178.18,1.73
2020-07-01,190.89,-177.95,1.01
2020-07-02,188.48,-177.94,-0.53
2020-07-03,187.96,-177.89,-5.69
2020-07-04,189.23,-178.51,1.49
2020-07-05,189.52,-179.06,-7.47
2020-07-06,189.23,-178.05,-5.43
2020-07-07,189.61,-178.64,-2.44
2020-07-08,189.66,-178.14,-2.01
2020-07-09,192.46,-179.62,6.13
2020-07-10,189.55,-179.51,6.32
2020-07-11,191.92,-180.13,5.54
2020-07-12,190.13,-178.03,3.08
2020-07-13,188.62,-180.90,0.20
2020-07-14,189.80,-178.79,0.93
2020-07-15,188.90,-179.57,-3.70
2020-07-16,188.58,-179.98,3.66
2020-07-17,189.25,-180.30,-3.34
2020-07-18,187.91,-178.75,1.80
2020-07-19,191.18,-178.85,7.60
2020-07-20,187.73,-180.31,-5.93
2020-07-21,189.89,-180.19,-1.50
2020-07-22,186.99,-178.41,6.59
2020-07-23,191.83,-181.53,-2.25
2020-07-24,189.56,-178.81,-2.56
2020-07-25,188.57,-179.76,-1.34
2020-07-26,189.67,-180.65,2.86
2020-07-27,188.71,-180.41,14.31
2020-07-28,189.54,-180.68,3.87
2020-07-29,188.45,-180.12,8.06
2020-07-30,188.79,-180.95,-0.73
2020-07-31,188.69,-180.46,-4.63
2020-08-01,189.09,-180.22,3.47
2020-08-02,190.19,-180.49,-0.27
2020-08-03,188.35,-180.44,-2.87
2020-08-04,191.14,-181.00,-4.60
2020-08-05,191.17,-180.92,1.81
2020-08-06,188.97,-180.24,-3.07
2020-08-07,189.77,-180.27,-5.81
2020-08-08,190.29,-179.61,-2.43
2020-08-09,188.42,-181.38,-3.73
2020-08-10,188.48,-181.88,-0.57
2020-08-11,190.97,-180.60,5.59
2020-08-12,188.51,-180.75,7.11
2020-08-13,189.41,-181.07,-6.53
2020-08-14,190.37,-180.11,-4.92
2020-08-15,189.64,-181.54,-5.43
2020-08-16,190.22,-180.65,-1.55
2020-08-17,189.74,-181.26,-3.46
2020-08-18,190.26,-179.62,-5.56
2020-08-19,189.75,-180.16,-2.20
2020-08-20,190.16,-181.24,0.86
2020-08-21,190.36,-180.71,-7.42
2020-08-22,190.84,-180.74,-4.89
2020-08-23,190.19,-181.30,-2.90
2020-08-24,191.08,-182.17,8.02
2020-08-25,188.79,-182.27,0.98
2020-08-26,190.97,-180.68,0.46
2020-08-27,192.08,-181.77,-1.87
2020-08-28,191.11,-181.80,0.84
2020-08-29,190.44,-182.30,5.76
2020-08-30,190.87,-181.55,1.38
2020-08-31,189.80,-182.31,2.78
2020-09-01,191.11,-182.36,4.68
2020-09-02,191.50,-181.57,4.16
2020-09-03,192.42,-180.79,1.19
2020-09-04,190.61,-181.27,-5.26
2020-09-05,190.04,-182.18,-2.54
2020-09-06,190.82,-183.22,-2.75
2020-09-07,190.69,-182.81,6.03
2020-09-08,189.76,-184.11,3.82
2020-09-09,190.33,-182.18,3.27
2020-09-10,191.28,-182.03,-2.14
2020-09-11,191.20,-181.86,-1.18
2020-09-12,190.98,-182.40,-2.77
2020-09-13,190.88,-182.55,-3.97
2020-09-14,191.35,-180.67,-6.48
2020-09-15,192.02,-181.91,-8.20
2020-09-16,191.83,-180.67,-7.49
2020-09-17,190.88,-181.17,-4.44
2020-09-18,193.23,-180.82,-16.63
2020-09-19,192.08,-182.24,-2.43
2020-09-20,190.64,-181.74,-7.28
2020-09-21,190.82,-182.17,-2.22
2020-09-22,192.20,-181.97,-6.52
2020-09-23,191.99,-183.17,-3.71
2020-09-24,191.79,-181.81,-1.27
2020-09-25,192.19,-182.54,0.16
2020-09-26,191.87,-182.35,-0.86
2020-09-27,192.13,-183.53,-2.77
2020-09-28,192.27,-183.05,-0.62
2020-09-29,191.65,-182.23,0.00
2020-09-30,192.18,-181.72,-2.72
2020-10-01,190.67,-182.13,-5.13
2020-10-02,191.67,-181.68,-4.66
2020-10-03,191.73,-182.06,-4.85
2020-10-04,191.40,-182.00,-6.65
2020-10-05,192.14,-181.74,-0.11
2020-10-06,192.94,-182.63,-2.52
2020-10-07,191.77,-182.42,-0.11
2020-10-08,191.63,-182.85,1.61
2020-10-09,192.30,-183.31,-1.11
2020-10-10,192.11,-182.57,0.93
2020-10-11,192.29,-181.92,-3.73
2020-10-12,193.21,-182.62,0.35
2020-10-13,192.38,-181.99,-1.89
2020-10-14,192.26,-182.81,-2.61
2020-10-15,192.36,-182.27,-5.48
2020-10-16,192.76,-183.35,-4.62
2020-10-17,192.61,-182.88,-7.95
2020-10-18,191.98,-183.29,-4.18
2020-10-19,193.10,-183.52,-5.36
2020-10-20,193.33,-184.20,-4.51
2020-10-21,191.66,-182.90,-1.30
2020-10-22,192.55,-183.42,-2.71
2020-10-23,191.96,-184.22,-3.65
2020-10-24,192.03,-183.15,-5.07
2020-10-25,191.62,-183.39,-0.56
2020-10-26,191.30,-184.11,1.81
2020-10-27,193.29,-182.67,-4.64
2020-10-28,193.46,-183.35,-2.22
2020-10-29,192.95,-182.64,-6.71
2020-10-30,193.32,-183.70,-6.40
2020-10-31,193.72,-183.06,-0.39
2020-11-01,193.85,-183.22,-4.33
2020-11-02,193.27,-183.71,-0.68
2020-11-03,193.13,-183.72,-3.35
2020-11-04,193.34,-183.37,-8.94
2020-11-05,195.16,-184.05,0.23
2020-11-06,192.90,-183.73,5.06
2020-11-07,189.20,-184.23,-11.81
2020-11-08,191.77,-184.20,0.10
2020-11-09,193.88,-184.07,2.13
2020-11-10,193.47,-183.95,-4.12
2020-11-11,193.65,-184.00,-2.19
2020-11-12,194.10,-183.63,-5.59
2020-11-13,193.77,-184.12,-3.58
2020-11-14,195.40,-187.46,4.57
2020-11-15,194.52,-183.95,-7.15
2020-11-16,194.39,-183.99,2.71
2020-11-17,195.96,-184.11,2.42
2020-11-18,193.92,-185.30,6.97
2020-11-19,194.63,-185.03,-5.09
2020-11-20,192.89,-184.06,-8.41
2020-11-21,194.31,-184.27,-5.92
2020-11-22,194.04,-184.32,-5.18
2020-11-23,193.75,-184.67,-0.78
2020-11-24,193.28,-184.58,-2.71
2020-11-25,195.03,-184.23,-2.21
2020-11-26,194.16,-185.12,-7.33
2020-11-27,196.55,-182.23,-3.68
2020-11-28,194.15,-183.82,-0.48
2020-11-29,195.16,-183.56,-5.09
2020-11-30,194.58,-184.04,-1.41
2020-12-01,194.11,-183.93,-2.69
2020-12-02,195.52,-184.51,-7.75
2020-12-03,195.67,-186.38,-4.27
2020-12-04,194.89,-183.68,-10.36
2020-12-05,195.02,-183.61,-10.56
2020-12-06,194.77,-184.08,-11.09
2020-12-07,194.58,-183.65,-9.48
2020-12-08,196.69,-182.84,-5.96
2020-12-09,195.28,-184.75,-6.28
2020-12-10,194.66,-184.19,-5.11
2020-12-11,194.17,-184.62,-5.47
2020-12-12,191.75,-183.36,-44.57
2020-12-13,193.39,-185.46,-21.46
2020-12-14,191.11,-184.66,-27.12
2020-12-15,194.72,-184.59,-9.12
2020-12-16,194.93,-183.94,-7.16
2020-12-17,194.45,-185.49,-8.83
2020-12-18,193.76,-185.26,-6.89
2020-12-19,194.53,-185.38,-4.15
2020-12-20,195.56,-184.35,-2.75
2020-12-21,196.02,-184.46,-0.23
2020-12-22,195.63,-184.44,-4.99
2020-12-23,195.69,-185.02,0.91
2020-12-24,195.07,-184.77,-8.92
2020-12-25,195.67,-185.03,-1.65
2020-12-26,195.49,-185.45,-5.65
2020-12-27,195.58,-184.58,-8.07
2020-12-28,194.92,-184.06,-4.46
2020-12-29,194.30,-185.53,-9.93
2020-12-30,195.56,-184.48,-3.34
2020-12-31,196.03,-185.64,-5.72
2021-01-01,196.08,-184.73,-6.73
2021-01-02,195.98,-184.87,-5.26
2021-01-03,195.17,-184.33,-4.24
2021-01-04,195.03,-184.88,-1.82
2021-01-05,195.77,-184.93,-11.45
2021-01-06,195.85,-184.41,-6.01
2021-01-07,195.30,-185.31,-3.35
2021-01-08,195.16,-184.91,-6.14
2021-01-09,195.95,-185.27,-6.45
2021-01-10,196.53,-185.30,-6.54
2021-01-11,196.65,-185.76,-9.41
2021-01-12,196.68,-185.63,-4.82
2021-01-13,197.27,-185.69,2.11
2021-01-14,195.70,-185.66,-4.14
2021-01-15,196.65,-184.25,-0.74
2021-01-16,195.42,-186.12,-2.68
2021-01-17,196.31,-186.10,-1.05
2021-01-18,196.26,-185.68,-2.63
2021-01-19,195.36,-184.27,4.21
2021-01-20,197.90,-186.47,-5.41
2021-01-21,196.31,-185.97,2.37
2021-01-22,196.22,-185.98,3.13
2021-01-23,194.12,-187.05,-7.23
2021-01-24,194.94,-186.37,-4.77
2021-01-25,194.81,-185.96,2.39
2021-01-26,194.47,-185.27,-0.94
2021-01-27,197.21,-185.64,-4.20
2021-01-28,198.79,-185.34,0.33
2021-01-29,191.70,-185.50,-15.96
2021-01-30,196.41,-186.22,-2.44
2021-01-31,197.05,-185.63,-9.98
2021-02-01,196.87,-186.10,-8.34
2021-02-02,196.95,-185.82,-10.37
2021-02-03,196.56,-186.53,-13.74
2021-02-04,196.30,-184.84,-4.45
2021-02-05,196.78,-185.52,-7.31
2021-02-06,196.95,-185.92,-5.24
2021-02-07,196.83,-186.08,-8.24
2021-02-08,196.41,-186.13,-7.08
2021-02-09,197.12,-185.64,-9.93
2021-02-10,196.44,-186.47,-9.12
2021-02-11,196.31,-186.89,-12.33
2021-02-12,197.81,-186.75,-7.68
2021-02-13,196.83,-186.29,-13.02
2021-02-14,199.22,-186.80,-19.56
2021-02-15,198.45,-188.77,-10.20
2021-02-16,198.28,-188.02,-9.53
2021-02-17,198.29,-186.94,-4.50
2021-02-18,198.67,-186.29,-15.16
2021-02-19,197.07,-187.50,-13.99
2021-02-20,197.04,-186.91,-8.37
2021-02-21,198.31,-187.27,-9.68
2021-02-22,199.50,-188.79,-7.13
2021-02-23,197.97,-186.08,-4.13
2021-02-24,197.93,-186.29,-10.88
2021-02-25,198.15,-187.36,-10.04
2021-02-26,198.67,-186.69,-5.89
2021-02-27,198.50,-187.29,-0.90
2021-02-28,198.25,-186.70,-1.67
2021-03-01,197.81,-187.36,-4.60
2021-03-02,198.39,-186.47,-2.22
2021-03-03,199.33,-188.51,2.27
2021-03-04,198.00,-186.74,-9.73
2021-03-05,198.16,-186.39,-9.53
2021-03-06,198.14,-188.43,-9.24
2021-03-07,197.64,-187.84,-11.06
2021-03-08,197.36,-187.75,-8.47
2021-03-09,198.98,-188.15,-8.69
2021-03-10,197.63,-187.23,-13.23
2021-03-11,196.27,-188.68,-8.76
2021-03-12,198.47,-187.13,-8.14
2021-03-13,198.87,-186.97,-8.60
2021-03-14,197.94,-186.59,-6.94
2021-03-15,197.06,-188.61,-8.15
2021-03-16,198.26,-188.29,-4.04
2021-03-17,198.51,-187.41,-9.59
2021-03-18,198.01,-187.06,-3.68
2021-03-19,198.89,-187.75,-9.89
2021-03-20,197.86,-188.65,-14.02
2021-03-21,198.74,-187.89,-8.24
2021-03-22,198.44,-187.71,-3.81
2021-03-23,199.38,-189.45,-7.33
2021-03-24,198.92,-188.60,1.62
2021-03-25,197.80,-189.12,-3.66
2021-03-26,199.25,-188.36,-3.69
2021-03-27,199.07,-187.51,-5.32
2021-03-28,199.01,-188.21,-0.93
2021-03-29,199.27,-187.64,-4.49
2021-03-30,198.20,-188.35,-4.41
2021-03-31,200.10,-188.79,-4.50
2021-04-01,198.79,-189.16,-1.31
2021-04-02,199.83,-188.31,-2.66
2021-04-03,200.53,-188.70,-1.34
2021-04-04,199.05,-188.16,-6.18
2021-04-05,198.27,-188.90,0.92
2021-04-06,198.99,-189.16,-1.97
2021-04-07,198.95,-189.48,-2.04
2021-04-08,198.43,-188.96,2.12
2021-04-09,198.89,-188.99,0.51
2021-04-10,199.83,-189.38,-0.37
2021-04-11,199.62,-189.20,2.36
2021-04-12,199.86,-188.66,-0.28
2021-04-13,199.37,-189.48,2.69
2021-04-14,199.55,-189.44,2.48
2021-04-15,200.76,-189.36,0.85
2021-04-16,199.02,-189.23,5.07
2021-04-17,199.00,-189.75,3.66
2021-04-18,200.37,-188.35,3.78
2021-04-19,200.47,-188.38,2.72
2021-04-20,200.50,-187.83,-2.55
2021-04-21,198.46,-189.86,4.94
2021-04-22,200.03,-189.98,6.46
2021-04-23,201.96,-190.33,5.35
2021-04-24,201.08,-190.45,2.42
2021-04-25,200.05,-190.37,6.04
2021-04-26,199.81,-190.75,-0.52
2021-04-27,200.38,-189.45,0.00
2021-04-28,201.37,-190.09,3.10
2021-04-29,200.39,-188.49,-2.38
2021-04-30,200.34,-188.82,-4.28
2021-05-01,199.61,-188.56,4.87
2021-05-02,200.66,-189.62,4.99
2021-05-03,201.27,-189.87,-1.38
2021-05-04,200.40,-188.00,4.41
2021-05-05,199.41,-188.57,6.74
2021-05-06,201.59,-188.35,-3.67
2021-05-07,200.61,-190.56,-3.81
2021-05-08,200.14,-188.53,0.09
2021-05-09,200.65,-189.29,-0.81
2021-05-10,200.90,-189.06,2.82
2021-05-11,200.60,-190.05,-5.29
2021-05-12,200.28,-190.18,-1.78
2021-05-13,200.36,-188.77,-3.34
2021-05-14,200.47,-188.73,-9.23
2021-05-15,200.52,-189.69,-5.98
2021-05-16,200.98,-189.20,-2.41
2021-05-17,199.32,-188.51,-11.14
2021-05-18,199.87,-190.44,0.87
2021-05-19,199.68,-189.69,-1.81
2021-05-20,200.94,-190.50,0.77
2021-05-21,201.33,-190.08,-7.96
2021-05-22,202.52,-190.84,-4.28
2021-05-23,199.79,-188.75,-6.88
2021-05-24,201.65,-188.60,-4.82
2021-05-25,201.46,-189.81,2.08
2021-05-26,199.03,-188.73,5.29
2021-05-27,201.51,-190.18,-0.25
2021-05-28,202.37,-188.82,-2.41
2021-05-29,202.27,-189.07,1.23
2021-05-30,200.77,-190.36,4.29
2021-05-31,200.60,-190.62,7.27
2021-06-01,201.62,-189.43,-4.03
2021-06-02,201.46,-188.85,2.50
2021-06-03,202.86,-189.15,3.67
2021-06-04,202.55,-189.61,1.36
2021-06-05,203.15,-190.86,1.02
2021-06-06,200.68,-190.10,7.88
2021-06-07,201.24,-190.03,7.17
2021-06-08,201.62,-189.43,0.05
2021-06-09,201.04,-189.02,-0.57
2021-06-10,201.47,-190.30,-2.47
2021-06-11,201.70,-189.74,-2.63
2021-06-12,201.54,-190.91,-0.57
2021-06-13,203.37,-190.09,-1.65
2021-06-14,201.50,-190.52,8.07
2021-06-15,203.06,-190.68,4.37
2021-06-16,203.16,-189.62,1.65
2021-06-17,202.07,-191.34,4.27
2021-06-18,202.35,-190.67,4.10
2021-06-19,202.93,-189.52,-2.24
2021-06-20,202.37,-190.87,-2.09
2021-06-21,202.82,-189.88,2.29
2021-06-22,201.40,-190.95,5.11
2021-06-23,203.82,-190.92,-0.50
2021-06-24,200.97,-191.77,6.92
2021-06-25,204.23,-190.75,-2.18
2021-06-26,201.74,-190.99,5.01
2021-06-27,202.78,-191.97,-1.88
2021-06-28,202.88,-191.35,8.17
2021-06-29,202.47,-190.70,2.94
2021-06-30,201.16,-190.43,-1.15
2021-07-01,200.44,-190.00,-0.05
2021-07-02,201.45,-190.69,0.17
2021-07-03,202.51,-192.49,-0.53
2021-07-04,203.10,-190.39,0.63
2021-07-05,203.99,-190.35,-3.43
2021-07-06,202.51,-190.52,-6.25
2021-07-07,202.17,-190.72,1.04
2021-07-08,203.17,-191.29,1.66
2021-07-09,201.86,-192.43,11.77
2021-07-10,202.75,-191.20,2.20
2021-07-11,202.31,-191.37,6.60
2021-07-12,203.02,-191.21,5.39
2021-07-13,203.05,-190.99,0.11
2021-07-14,202.63,-192.22,6.61
2021-07-15,203.51,-191.24,-1.81
2021-07-16,202.03,-190.60,4.54
2021-07-17,204.07,-191.13,-4.84
2021-07-18,203.12,-191.80,-6.91
2021-07-19,203.52,-191.59,0.03
2021-07-20,203.55,-191.52,-2.91
2021-07-21,202.36,-191.67,-5.25
2021-07-22,203.27,-191.30,0.41
2021-07-23,202.67,-191.48,-1.68
2021-07-24,202.64,-192.30,3.97
2021-07-25,202.81,-192.28,4.55
2021-07-26,203.38,-192.83,-3.08
2021-07-27,207.44,-193.48,5.63
2021-07-28,202.27,-193.19,-3.31
2021-07-29,203.29,-192.98,-3.74
2021-07-30,201.59,-192.59,2.37
2021-07-31,203.88,-192.43,3.75
2021-08-01,203.94,-192.32,-8.04
2021-08-02,202.73,-191.84,-6.94
2021-08-03,203.73,-192.25,-3.52
2021-08-04,203.61,-192.43,-0.24
2021-08-05,203.63,-192.14,-3.20
2021-08-06,204.69,-193.59,-9.03
2021-08-07,203.35,-192.96,4.23
2021-08-08,204.17,-192.60,7.59
2021-08-09,204.61,-193.84,4.70
2021-08-10,203.92,-192.72,-2.37
2021-08-11,203.78,-192.31,0.02
2021-08-12,204.74,-192.45,-0.38
2021-08-13,204.59,-193.10,-5.12
2021-08-14,203.69,-192.09,-3.29
2021-08-15,203.87,-193.56,-0.01
2021-08-16,204.14,-193.35,-0.75
2021-08-17,203.48,-193.25,-0.62
2021-08-18,205.39,-193.85,7.99
2021-08-19,204.22,-194.56,1.70
2021-08-20,203.76,-192.68,-0.42
2021-08-21,202.70,-192.24,9.56
2021-08-22,204.71,-192.09,0.01
2021-08-23,203.22,-193.27,3.94
2021-08-24,204.98,-192.68,-0.89
2021-08-25,203.61,-192.66,-0.02
2021-08-26,204.99,-193.28,1.66
2021-08-27,203.81,-192.56,-0.78
2021-08-28,204.01,-194.08,3.64
2021-08-29,205.31,-193.26,-0.29
2021-08-30,204.85,-195.43,6.92
2021-08-31,204.93,-193.50,9.89
2021-09-01,204.50,-195.38,4.24
2021-09-02,205.07,-193.67,1.49
2021-09-03,204.35,-193.76,0.04
2021-09-04,205.11,-193.61,-1.86
2021-09-05,205.59,-193.31,-1.22
2021-09-06,205.41,-193.18,1.21
2021-09-07,204.52,-193.70,6.70
2021-09-08,205.42,-193.92,4.16
2021-09-09,205.72,-195.45,6.34
2021-09-10,205.82,-194.93,5.10
2021-09-11,205.13,-194.29,0.08
2021-09-12,205.77,-193.34,1.16
2021-09-13,205.55,-193.78,2.66
2021-09-14,204.82,-193.99,4.82
2021-09-15,205.61,-194.09,4.01
2021-09-16,205.67,-192.96,8.16
2021-09-17,206.16,-193.95,10.46
2021-09-18,206.22,-194.63,10.68
2021-09-19,207.10,-193.43,0.02
2021-09-20,207.15,-194.42,4.86
2021-09-21,206.00,-194.88,3.64
2021-09-22,204.83,-194.42,-3.54
2021-09-23,205.70,-194.94,3.39
2021-09-24,206.65,-194.54,-1.49
2021-09-25,205.38,-194.89,2.93
2021-09-26,206.08,-195.04,6.47
2021-09-27,205.84,-194.80,8.27
2021-09-28,206.89,-194.27,-0.51
2021-09-29,205.13,-194.21,8.01
2021-09-30,206.03,-195.50,4.86
2021-10-01,205.93,-195.02,0.57
2021-10-02,206.28,-195.11,1.65
2021-10-03,206.23,-195.57,8.45
2021-10-04,206.19,-194.99,4.34
2021-10-05,206.10,-195.77,-2.63
2021-10-06,206.57,-194.72,0.45
2021-10-07,206.42,-195.06,1.97
2021-10-08,206.75,-196.21,-5.00
2021-10-09,207.21,-196.48,1.81
2021-10-10,206.92,-196.46,-0.74
2021-10-11,206.67,-197.54,7.83
2021-10-12,206.26,-196.31,-3.23
2021-10-13,207.51,-195.60,2.93
2021-10-14,206.49,-195.43,7.08
2021-10-15,206.96,-196.49,4.99
2021-10-16,205.94,-196.45,3.05
2021-10-17,207.39,-194.98,-1.41
2021-10-18,205.97,-195.73,3.57
2021-10-19,207.25,-196.26,-4.83
2021-10-20,206.64,-196.02,0.79
2021-10-21,207.01,-195.26,1.04
2021-10-22,207.07,-196.01,2.51
2021-10-23,207.39,-197.34,-0.48
2021-10-24,207.94,-197.01,0.09
2021-10-25,207.99,-197.00,-5.07
2021-10-26,206.19,-196.44,2.37
2021-10-27,208.20,-196.06,-6.72
2021-10-28,209.74,-198.23,6.04
2021-10-29,208.23,-195.79,2.21
2021-10-30,208.62,-194.63,0.15
2021-10-31,208.78,-196.84,0.67
2021-11-01,209.18,-194.77,-1.87
2021-11-02,206.96,-196.33,-3.39
2021-11-03,207.55,-196.57,-2.64
2021-11-04,206.97,-196.41,4.82
2021-11-05,207.31,-195.77,-5.69
2021-11-06,208.72,-196.07,1.04
2021-11-07,207.84,-195.97,-0.48
2021-11-08,207.92,-196.45,-0.76
2021-11-09,209.26,-197.23,-1.87
2021-11-10,207.42,-197.79,-5.14
2021-11-11,207.32,-196.36,-3.67
2021-11-12,209.57,-196.09,-3.65
2021-11-13,208.33,-195.54,2.12
2021-11-14,208.98,-195.36,3.99
2021-11-15,208.65,-196.71,-1.62
