Date,North (mm),East (mm)
2009-01-16,9.35,-8.34
2009-01-17,7.49,-7.44
2009-01-18,7.25,-8.83
2009-01-19,7.22,-7.80
2009-01-20,5.18,-7.86
2009-01-21,7.49,-7.77
2009-01-22,6.76,-6.86
2009-01-23,6.89,-8.39
2009-01-24,7.22,-8.11
2009-01-25,7.07,-9.57
2009-01-26,6.35,-8.35
2009-01-27,8.00,-8.08
2009-01-28,6.40,-7.42
2009-01-29,6.37,-8.40
2009-01-30,7.19,-8.04
2009-01-31,6.70,-8.91
2009-02-01,6.05,-8.63
2009-02-02,7.65,-7.89
2009-02-03,7.79,-8.47
2009-02-04,6.00,-8.60
2009-02-05,6.13,-9.63
2009-02-06,6.96,-9.11
2009-02-07,7.00,-8.26
2009-02-08,7.35,-8.99
2009-02-09,5.95,-8.31
2009-02-10,7.33,-9.32
2009-02-11,7.85,-9.78
2009-02-12,6.57,-8.97
2009-02-13,5.94,-8.98
2009-02-14,6.68,-9.41
2009-02-15,5.51,-10.22
2009-02-16,8.52,-10.14
2009-02-17,5.52,-8.69
2009-02-18,7.23,-8.88
2009-02-19,6.55,-8.71
2009-02-20,6.22,-9.07
2009-02-21,7.29,-9.86
2009-02-22,7.74,-8.45
2009-02-23,7.72,-8.76
2009-02-24,8.09,-9.79
2009-02-25,5.89,-10.91
2009-02-26,6.06,-13.50
2009-02-27,8.65,-9.54
2009-02-28,7.49,-8.94
2009-03-01,6.58,-9.32
2009-03-02,7.28,-9.26
2009-03-03,5.85,-10.14
2009-03-04,4.74,-9.93
2009-03-05,6.57,-8.70
2009-03-06,6.40,-8.65
2009-03-07,8.29,-10.03
2009-03-08,7.38,-9.63
2009-03-09,8.18,-7.70
2009-03-10,6.85,-9.72
2009-03-11,8.28,-10.36
2009-03-12,8.13,-9.80
2009-03-13,6.89,-9.26
2009-03-14,7.74,-10.02
2009-03-15,7.43,-10.88
2009-03-16,9.30,-9.63
2009-03-17,8.47,-10.52
2009-03-18,8.06,-9.74
2009-03-19,7.94,-9.78
2009-03-20,6.27,-9.53
2009-03-21,8.50,-9.27
2009-03-22,6.81,-9.12
2009-03-23,7.59,-9.74
2009-03-24,7.69,-9.22
2009-03-25,7.11,-12.67
2009-03-26,10.30,-12.49
2009-03-27,8.10,-9.11
2009-03-28,8.73,-10.72
2009-03-29,6.80,-8.77
2009-03-30,6.49,-9.63
2009-03-31,7.24,-9.63
2009-04-01,10.75,-10.18
2009-04-02,9.01,-11.61
2009-04-03,9.36,-11.52
2009-04-04,6.59,-9.85
2009-04-05,7.91,-9.48
2009-04-06,6.64,-8.58
2009-04-07,7.69,-9.82
2009-04-08,7.17,-10.27
2009-04-09,7.17,-10.17
2009-04-10,8.43,-10.44
2009-04-11,7.35,-10.59
2009-04-12,7.15,-10.02
2009-04-13,6.75,-10.13
2009-04-14,7.51,-11.73
2009-04-15,8.08,-9.09
2009-04-16,6.96,-9.31
2009-04-17,7.33,-9.84
2009-04-18,7.14,-9.65
2009-04-19,7.29,-9.95
2009-04-20,8.20,-9.62
2009-04-21,9.70,-11.06
2009-04-22,6.50,-9.75
2009-04-23,6.54,-10.24
2009-04-24,9.45,-10.35
2009-04-25,7.55,-11.21
2009-04-26,8.71,-11.30
2009-04-27,7.12,-10.38
2009-04-28,7.53,-10.12
2009-04-29,6.07,-9.54
2009-04-30,6.36,-10.61
2009-05-01,8.56,-10.51
2009-05-02,7.59,-12.71
2009-05-03,5.62,-9.22
2009-05-04,9.16,-9.60
2009-05-05,4.60,-20.35
2009-05-06,5.68,-8.74
2009-05-07,8.20,-7.09
2009-05-08,7.88,-10.82
2009-05-09,8.25,-9.16
2009-05-10,7.07,-9.95
2009-05-11,7.87,-11.12
2009-05-12,9.03,-12.17
2009-05-13,7.55,-10.90
